web-scraper-order,web-scraper-start-url,laptop,laptop-href,category,category-href,subcategory,subcategory-href,pagination,pagination-href,product,product-href,brand,price,product code,specd
1633107447-301,https://www.goldonecomputer.com/,LAPTOP,https://www.goldonecomputer.com/index.php?route=information/home_laptop,Laptop,https://www.goldonecomputer.com/index.php?route=product/category&path=58,Notebook & Convertible,https://www.goldonecomputer.com/index.php?route=product/category&path=58_374,5,https://www.goldonecomputer.com/index.php?route=product/category&path=58_374&page=5,"Lenovo ThinkBook 15 G2 ITL  (i5 1135G7 / 8GB / SSD 512GB PCIE / 15.6""FHD )",https://www.goldonecomputer.com/index.php?route=product/product&path=58_374&product_id=1223,LENOVO,$699.00 ,Product Code: ThinkBook 15 G2 ITL,"FREE: Carry bag, Flash 32GB, Mouse Wireless,  Mouse Pad.
-CPU:Intel® Core™ i5-1135G7 Processor (Cores4,Threads8,  2.40GHz Up to 4.20GHz)
-RAM: 8GB DDR4 
-Storage: SSD 512GB M2 PCIE
-Optical Drive: N/A-Graphic: Intel® Iris® Xe Graphics
-Display : 15.6""FHD(1920 x 1080) IPS anti-glare, 250 nits
                

-Intel Wi-Fi 6
-Bluetooth 5.1

Ports 
1x USB 3.2 Gen 2 Type-C (USB/DP/PD)
1x USB 4 / Thunderbolt™ 4
1x USB-A 3.2 Gen 1 (1 always on)
1x HDMI
1x RJ45
1x 4-in-1 card reader (SD/SDHC/SDXC/MMC)
1x Headphone / mic combo



-Battery: 3cell, 45Wh battery
-Weight: 1.7kg
-DOS
-Color: Mineral Grey

Warranty
- 1-year hardware  
- 6 Month for screen, keyboard & battery"
1633106620-176,https://www.goldonecomputer.com/,LAPTOP,https://www.goldonecomputer.com/index.php?route=information/home_laptop,Laptop,https://www.goldonecomputer.com/index.php?route=product/category&path=58,Gaming Laptop,https://www.goldonecomputer.com/index.php?route=product/category&path=58_37,3,https://www.goldonecomputer.com/index.php?route=product/category&path=58_37&page=3,"MSI GS76 Stealth 11UE-462KH (i7 11800H / 16GB / SSD 1TB PCle M.2 / RTX3060 6GB / 17.3""FHD,360Hz )",https://www.goldonecomputer.com/index.php?route=product/product&path=58_37&product_id=1577,MSI,"$2,149.00 ",Product Code: GS76 Stealth 11UE,"FREE : Original Accessories Bag, Onikuma CW905 RGB Mouse Gaming, Onikuma K19 Headset Gaming, Cooling Fan MC Gaming, Speaker MC V116 Mini, Flash 32GB USB 3.0, Mouse Pad.
-CPU: 11th Generation Intel® Core™ i7  11800H Processor (Cores8,Threads16, 2.30GHz Up to 4.60GHz)-RAM: 16GB DDR4 3200MHz 
-Storage: SSD  1TB M2 PCIE
-Optical Drive: N/A-Graphic 1:  NVIDIA® GeForce® RTX 3060  6GB GDDR6   -Graphic 2: Intel® UHD Graphics-Display: 17.3-FHD(1920 x 1080) IPS-Level 360Hz

-Wi-Fi :
-Wi-Fi 6E 
-Bluetooth 5.2

       
                                                                        
                                 1x IR 720p HD
2x USB3.2 Gen2
1x Type-C Port  Thunderbolt™ 4
1x USB 3.2Gen2/DP
1x HDMI 
1x Audio Port 1 Audio Combo (1/8"")


-Per-Key RGB Backlight Keyboard
-Battery: 4 cell (99.9Whr)
-Weight:2.44kg
-OS: Window 10 License Warranty
- 2year hardware  
- 1month for screen, keyboard & battery"
1633106483-150,https://www.goldonecomputer.com/,LAPTOP,https://www.goldonecomputer.com/index.php?route=information/home_laptop,Laptop,https://www.goldonecomputer.com/index.php?route=product/category&path=58,Gaming Laptop,https://www.goldonecomputer.com/index.php?route=product/category&path=58_37,,,"Asus ROG Zephyrus Duo 15 SE GX551QS-HF199T (R9 5980HX / 32GB / SSD 1T PCIE / RTX3080 16GB / 15.6""FHD,300Hz )",https://www.goldonecomputer.com/index.php?route=product/product&path=58_37&product_id=1485,ASUS,"$3,399.00 ",Product Code: GX551QS-HF199T,"FREE : Original Accessories,(Bag, Headset, Mouse,Camera ), Flash 64GB USB 3.0, Mouse Pad, )

 -CPU: AMD® Ryzen™9 5980HX Processor (Cores8,Threads16, 3.3GHz Up to 4.8GHz)-RAM: 32GB DDR4 3200MHz-Storage: SSD  1TB  PCIE
-Optical Drive: N/A-Graphic 1: NVIDIA® GeForce® RTX3080 16GB GDDR6 -Graphic 2: AMD Radeon™ Graphics
-Display: 15.6""FHD (1920x1080) IPS-level panel 300Hz          
-Wi-Fi :
-Wi-Fi 6 
-Bluetooth 5.1
-Ports
1x 3.5mm Combo Audio Jack
1x HDMI 2.0b
3x USB 3.2 Gen 2 Type-A
1x USB 3.2 Gen 2 Type-C support DisplayPort / power delivery
1x RJ45 LAN port
1x card reader (microSD)
Backlit Chiclet Keyboard Per-Key RGB

-Battery: 90WHrs, 4S1P, 4-cell Li-ion
-Weight:2.48kg
-OS: Window 10 License 
-Color: BLACKWarranty
- 2-year hardware  
- 1 year for screen, keyboard & battery"
1633107462-303,https://www.goldonecomputer.com/,LAPTOP,https://www.goldonecomputer.com/index.php?route=information/home_laptop,Laptop,https://www.goldonecomputer.com/index.php?route=product/category&path=58,Notebook & Convertible,https://www.goldonecomputer.com/index.php?route=product/category&path=58_374,5,https://www.goldonecomputer.com/index.php?route=product/category&path=58_374&page=5,"Lenovo ThinkBook 14 G2 ITL  (i3 1115G4 / 8GB / SSD 256GB PCIE / 14""FHD )",https://www.goldonecomputer.com/index.php?route=product/product&path=58_374&product_id=1224,LENOVO,$509.00 ,Product Code: ThinkBook 14 G2 ITL,"FREE: Carry bag, Mouse Wireless,  Mouse Pad.
-CPU:Intel® Core™ i3-1115G4 Processor (Cores2,Threads4, 3.00GHz Up to 4.10 GHz)
-RAM: 8GB DDR4 
-Storage: SSD 256GB PCIE
-Optical Drive: N/A-Graphic: Intel® UHD Graphics
-Display : 14.0""FHD(1920 x 1080) IPS anti-glare, 250 nits
                

-Intel Wi-Fi 6
-Bluetooth 5.1

Ports 
1x USB-C 4.0 / Thunderbolt 4
1x USB-C 3.2 Gen 2 (USB/DP/PD)
2x USB-A 3.2 Gen 1 (1 always on)
1x HDMI
1x RJ45
1x 4-in-1 card reader (SD/SDHC/SDXC/MMC)
1x Headphone / mic combo


-Battery: 3-Cells
-Weight: 1.4kg
-DOS
-Color: Black 


Warranty
- 1-year hardware  
- 6 Month for screen, keyboard & battery"
1633107418-296,https://www.goldonecomputer.com/,LAPTOP,https://www.goldonecomputer.com/index.php?route=information/home_laptop,Laptop,https://www.goldonecomputer.com/index.php?route=product/category&path=58,Notebook & Convertible,https://www.goldonecomputer.com/index.php?route=product/category&path=58_374,5,https://www.goldonecomputer.com/index.php?route=product/category&path=58_374&page=5,"Lenovo ThinkPad E15 Gen 2  (i7 1165G7 / 8GB / SSD 512GB M2 PCIE / 15.6""FHD )",https://www.goldonecomputer.com/index.php?route=product/product&path=58_374&product_id=1465,LENOVO,$899.00 ,Product Code: E15 Gen 2,"FREE: Carry bag, Mouse Wireless,Flash 32GB,  Mouse Pad.
-CPU:Intel® Core™ i7-1165G7 Processor (Cores4,Threads8,  2.80GHz Up to 4.70GHz)
-RAM: 8GB DDR4 
-Storage: SSD 512GB M2 PCIE 
-Optical Drive: N/A-Graphic: Intel® Iris® Xe Graphics
-Display : 15.6""FHD(1920 x 1080) IPS anti-glare, 250 nits
                

-Intel Wi-Fi 6
-Bluetooth 5.1

Ports 
1x USB4 / Thunderbolt™ 4
1x USB 3.2 Gen 1 Type A (always on)
1x USB 2.0 Gen 1 Type A
1x Headphone / mic combo
1x HDMI 1.4
1x RJ45


-Battery: 3-Cells, 45Wh
-Weight: 1.70kg
-DOS
-Color: Black 


Warranty
- 1-year hardware  
- 6 Month for screen, keyboard & battery"
1633106878-224,https://www.goldonecomputer.com/,LAPTOP,https://www.goldonecomputer.com/index.php?route=information/home_laptop,Laptop,https://www.goldonecomputer.com/index.php?route=product/category&path=58,Notebook & Convertible,https://www.goldonecomputer.com/index.php?route=product/category&path=58_374,,,"Acer Swift 1 SF114-32-34-C35P (Celeron N4500 / 4GB / SSD 256GB M2 / 14""FHD )",https://www.goldonecomputer.com/index.php?route=product/product&path=58_374&product_id=492,ACER,$399.00 ,Product Code: SF114-32-34-C35P,"FREE: Carry Bag, Flash 8GB, Mouse Wireless,  Mouse Pad.
-CPU: Intel® Core™ Celeron N4500 Processor (Cores2,Threads2,1.10GHz Up to 2.80GHz)-RAM: 4GB DDR4
-Storage: SSD 256GB M2 
-Optical Drive: N/A-Graphic: Intel® UHD Graphics 
-Display : 14""FHD(1920×1080)          
                

-Wifi: 802.11 AC-Bluetooth: 5.0
-Camera:  HD 720P-Interface:1x USB 2.02x USB 3.01x USB 3.1(Type-C Gen 1)1x HDMI1x Card reader, Combo Headphone/MicFinger Print
-Battery: 3 -Cell 
-Weight: 1.3 kg-OS: DOS-Color: Silver


Warranty
- 1-year hardware  
- 6month for screen, keyboard & battery"
1633106801-213,https://www.goldonecomputer.com/,LAPTOP,https://www.goldonecomputer.com/index.php?route=information/home_laptop,Laptop,https://www.goldonecomputer.com/index.php?route=product/category&path=58,Gaming Laptop,https://www.goldonecomputer.com/index.php?route=product/category&path=58_37,2,https://www.goldonecomputer.com/index.php?route=product/category&path=58_37&page=2,"Asus TUF Gaming A17 FA706QM-HX028T (R7 5800H / 16GB / SSD 512GB PCIE / RTX 3060 6GB / 17.3""FHD,144Hz )",https://www.goldonecomputer.com/index.php?route=product/product&path=58_37&product_id=991,ASUS,"$1,349.00 ",Product Code: FA706QM-HX028T,"FREE : Original Accessories,(Bag+ Mouse), Onikuma K19 Headset Gaming, Flash 32GB , Mouse Pad, Water Bottle GOLDONExROG)

-CPU: AMD Ryzen™ 7 5800H Processor (Cores8,Threads16, 3.2GHz Up to 4.4GHz)-RAM: 16GB DDR4 3200MHz-Storage: SSD 512GB M2  PCIE
-Optical Drive: N/A-Graphic 1: NVIDIA® GeForce® RTX 3060 6GB GDDR6      -Graphic 2: AMD Radeon™ Graphics-Display: 17.3FHD (1920x1080) IPS-level panel 144Hz               
-Wi-Fi :
-Wi-Fi 6 
-Bluetooth 5.1

1x 3.5mm Combo Audio Jack
1x HDMI 2.0b
3x USB 3.2 Gen 1 Type-A
1x USB 3.2 Gen 2 Type-C
Backlit Keyboard RGB
-Battery: 48WHrs,3-cell Li-ion
-Weight:2.60kg
-OS: Window 10 License 
-Color: GREYWarranty
- 2-year hardware  
- 1 year for screen, keyboard & battery"
1633106671-187,https://www.goldonecomputer.com/,LAPTOP,https://www.goldonecomputer.com/index.php?route=information/home_laptop,Laptop,https://www.goldonecomputer.com/index.php?route=product/category&path=58,Gaming Laptop,https://www.goldonecomputer.com/index.php?route=product/category&path=58_37,3,https://www.goldonecomputer.com/index.php?route=product/category&path=58_37&page=3,"MSI Creator Z16 A11UET-210KH (i9 11900H / 16GB / SSD 1TB PCle M.2 / RTX3060 6GB / 16""QHD,120Hz )",https://www.goldonecomputer.com/index.php?route=product/product&path=58_37&product_id=1578,MSI,"$2,449.00 ",Product Code: Creator Z16 A11UET,"FREE : Original Accessories Bag, Onikuma CW905 RGB Mouse Gaming, Onikuma K19 Headset Gaming, Flash 32GB USB 3.0, Mouse Pad.
-CPU: 11th Generation Intel® Core™ i9  11900H Processor (Cores8,Threads16, 2.50GHz Up to 4.90GHz)-RAM: 16GB DDR4 3200MHz 
-Storage: SSD  1TB M2 PCIE
-Optical Drive: N/A-Graphic 1:  NVIDIA® GeForce® RTX 3060  6GB GDDR6   -Graphic 2: Intel® UHD Graphics-Display: 16"" QHD+(2560 x 1600) IPS-Level 120Hz Touch 

-Wi-Fi :
-Wi-Fi 6E 
-Bluetooth 5.2

       
                                                                        
                                 1x Micro SD
1x Webcam IR 720p HD Webcam
2x USB 3.2 Gen2
2x Type-C Port Thunderbolt™ 4
1x Audio Port Mic-in/Headphone-out Combo


-Per-Key RGB Backlight Keyboard
-Battery: 4 cell (90Whr)
-Weight:2.29kg
-OS: Window 10 License Warranty
- 2year hardware  
- 1month for screen, keyboard & battery"
1633107959-382,https://www.goldonecomputer.com/,LAPTOP,https://www.goldonecomputer.com/index.php?route=information/home_laptop,Laptop,https://www.goldonecomputer.com/index.php?route=product/category&path=58,Notebook & Convertible,https://www.goldonecomputer.com/index.php?route=product/category&path=58_374,2,https://www.goldonecomputer.com/index.php?route=product/category&path=58_374&page=2,"Asus VivoBook 15 K513EA-BQ720T (i5 1135G7 / 8GB / SSD 512GB PCIE 15.6""FHD )",https://www.goldonecomputer.com/index.php?route=product/product&path=58_374&product_id=1395,ASUS,$679.00 ,Product Code: K513EP-BQ263T,"FREE: Backpack Asus, Flash 16GB, Mouse Wireless,  Mouse Pad.
-CPU: Intel®Core™ i5-1135G7 Processor  (Cores4,Threads8, 2.40GHz Up to 4.20GHz)
-RAM: 8GB DDR4 
-Storage: SSD 512GB PCIE 
-Optical Drive: N/A-Graphic2: Intel® Iris® Xe Graphics-Display : 15.6""FHD(1920 x 1080)Anti-glare display            
              

-Intel Wi-Fi 6
-Bluetooth 5.0

Ports 
1x USB 3.2 Gen 1 Type-A
1x USB 3.2 Gen 1 Type-C
2x USB 2.0 Type-A
1x HDMI 1.4
1x Headphone out
Micro SD card reader
Micro SD 4.0 card reader

-Battery: 42WHrs, 3S1P, 3-cell Li-ion
-Weight: 1.80kg
-OS: Window 10 License 
-Color: GOLD 

Warranty
- 2-year hardware  
- 1 year for screen, keyboard & battery"
1633106946-238,https://www.goldonecomputer.com/,LAPTOP,https://www.goldonecomputer.com/index.php?route=information/home_laptop,Laptop,https://www.goldonecomputer.com/index.php?route=product/category&path=58,Notebook & Convertible,https://www.goldonecomputer.com/index.php?route=product/category&path=58_374,,,"Acer Aspire 3 A314-35-C6Y3 (Celeron N4500 / 4GB / SSD 256GB M2 / 14""HD )",https://www.goldonecomputer.com/index.php?route=product/product&path=58_374&product_id=505,ACER,$329.00 ,Product Code: A314-35-C6Y3,"FREE: Carry Bag, Mouse Wireless,  Mouse Pad.-CPU: Intel® Core™ Celeron N4500 Processor (Cores2,Threads2,1.10GHz Up to 2.80GHz)-RAM: 4GB DDR4
-Storage: SSD 256GB M2 
-Optical Drive: N/A-Graphic: Intel® UHD Graphics 
-Display : 14""HD(1366×786)          
                

-Wifi: 802.11 AC-Bluetooth: 4.0
-Camera:  HD 720P-Interface:1x USB 3.02x USB 3.1 Type A1x HDMI,1x Card reader, Combo Headphone/Mic1xRJ45
-Battery: 2 -Cell 
-Weight: 1.3 kg-OS: DOS-Color: Pink and Silver,Blue 


Warranty
- 1-year hardware  
- 6month for screen, keyboard & battery"
1633107574-319,https://www.goldonecomputer.com/,LAPTOP,https://www.goldonecomputer.com/index.php?route=information/home_laptop,Laptop,https://www.goldonecomputer.com/index.php?route=product/category&path=58,Notebook & Convertible,https://www.goldonecomputer.com/index.php?route=product/category&path=58_374,4,https://www.goldonecomputer.com/index.php?route=product/category&path=58_374&page=4,"Dell XPS 13"" 9310-LDX-1737 2-in-1 Touch (i7 1165G7 / 16GB / SSD 512GB PCIE / 13.4""UHD )",https://www.goldonecomputer.com/index.php?route=product/product&path=58_374&product_id=915,DELL,"$2,189.00 ",Product Code: XPS 9310-LDX-1737,"FREE: Sleeve bag, Flash 32GB, Mouse Wireless,  Mouse Pad.
-CPU:Intel® Core™ i7-1165G7 Processor (Cores4,Threads8,  2.80GHz Up to 4.70GHz)
-RAM: 16GB 4267MHz LPDDR4x Onboard
-Storage: SSD 512GB PCIE
-Optical Drive: N/A-Graphic: Intel® Iris® Xe Graphics
-Display : 13.4"" UHD+ (3840 x 2400) 2-in-1 Touch
                

-Intel Wi-Fi 6
-Bluetooth 5.1
Ports 
2x Thunderbolt 4 ports with Power Delivery
1x headset (headphone and microphone combo) 
1x xmicroSD-card slot
Black English Backlit Keyboard


-Battery : 4Cell
-Weight: 1.32kg
-OS: Windows 10 License Home
-Color: Silver

Warranty
- 1-year hardware  
- 6 month for ( screen, battery, keyboard )"
1633107319-282,https://www.goldonecomputer.com/,LAPTOP,https://www.goldonecomputer.com/index.php?route=information/home_laptop,Laptop,https://www.goldonecomputer.com/index.php?route=product/category&path=58,Notebook & Convertible,https://www.goldonecomputer.com/index.php?route=product/category&path=58_374,6,https://www.goldonecomputer.com/index.php?route=product/category&path=58_374&page=6,"MacBook Pro 13"" (M1 Chip / 8GB / SSD 512GB / 13.3"")",https://www.goldonecomputer.com/index.php?route=product/product&path=58_374&product_id=88,Apple,"$1,459.00 ",Product Code: MacBook Pro Apple M1 Chip,"FREE: Sleeve, Mouse Wireless, Flash 32GB USB 3.1, Mouse Pad.
- CPU: Apple M1 Chip 8-Core CPU, 8-Core GPU, and 16-Core Neural Engine- Ram: 8GB Unified Memory- Storage: 512GB SSD- HD Webcam, Wi-Fi, Bluetooth- Touch Bar and Touch ID- 3.5mm Headphone Jack- Display: 13.3'' Retina True Tone- Color: Gray, Silver- Weight: 1.4Kg
Warranty- 1-year hardware  
- (No warranty for screen, battery, keyboard, fan & speaker, adapter)"
1633107045-251,https://www.goldonecomputer.com/,LAPTOP,https://www.goldonecomputer.com/index.php?route=information/home_laptop,Laptop,https://www.goldonecomputer.com/index.php?route=product/category&path=58,Notebook & Convertible,https://www.goldonecomputer.com/index.php?route=product/category&path=58_374,7,https://www.goldonecomputer.com/index.php?route=product/category&path=58_374&page=7,"MSI Modern 14 B10MW-632KH (i3 10110U / 8GB / SSD 256GB PCIE / 14"" FHD/ Win 10)",https://www.goldonecomputer.com/index.php?route=product/product&path=58_374&product_id=721,MSI,$549.00 ,Product Code: B10MW-632KH,"FREE: Sleeve bag, Mouse Wireless,  Mouse Pad.
-CPU: Intel® Core™ i3-10110U Processor (Cores2,Threads4, 2.10GHz Up to 4.10GHz)
-RAM: 8GB DDR4 
-Storage: SSD 256GB PCIE 
-Optical Drive: N/A-Graphic: Intel® UHD Graphics
-Display : 14""FHD(1920 x 1080)         
                

-Wifi-Bluetooth: 5.0

Interface:1x Micro SD

                                                                        
                                        1x (4K @ 60Hz) HDMI
         
                                                                        
                               2x Type-A USB3.2 Gen1
                
                                                                        
                        1x Type-C (USB3.2 Gen2 / DP)

-Battery: 52 (Whr)
-Weight: 1.3kg-OS: Window 10 License -Color: CARBON GREY
Warranty
- 1-year hardware  
- 6Month for screen, keyboard & battery"
1633106561-166,https://www.goldonecomputer.com/,LAPTOP,https://www.goldonecomputer.com/index.php?route=information/home_laptop,Laptop,https://www.goldonecomputer.com/index.php?route=product/category&path=58,Gaming Laptop,https://www.goldonecomputer.com/index.php?route=product/category&path=58_37,,,"Acer Nitro 5 IND-AN517 (AMD R5 ​5600​​H / 8GB / SSD 512GB PCIE  / RTX 3060 6GB / 17.3""FHD,144Hz )",https://www.goldonecomputer.com/index.php?route=product/product&path=58_37&product_id=1159,ACER,"$1,199.00 ",Product Code: Nitro 5 IND-AN517,"FREE : Original Accessories Bag,Mouse Gaming,Headset Gaming, Flash 32GB USB 3.0, Mouse Pad.
 -CPU: AMD Ryzen™ 5 ​5600​​H-Processor (Cores6,Threads12, 3.3GHz Up to 4.2GHz)-RAM: 8GB DDR4 
-Storage: SSD  512GB M2 PCIE
-Optical Drive: N/A-Graphic 1: NVIDIA® GeForce® GTX 3060  6GB GDDR6 
-Graphic 2: AMD Radeon™ Graphics-Display: 17.3""FHD(1920 x 1080) IPS-Level 144Hz
                -Wi-Fi :
-Wi-Fi 6 
-Bluetooth 5.0

       
                                                                        
                                 1x HDMI Outputs
1x USB 3.2 Gen 1 Type-A Ports
1x USB 3.2 Gen 2 Type-A Ports
1x USB 3.2 Gen 2 Type-C Ports
1x USB Type-C port: USB 3.2 Gen 2 (up to 10 Gbps)
1x Network (RJ-45)
 RGB keyboard 

-Battery: 4 Cell 
-Weight:2.70kg
-OS: Window 10 License Warranty
- 1year hardware  
- 6month for screen, keyboard & battery"
1633106604-172,https://www.goldonecomputer.com/,LAPTOP,https://www.goldonecomputer.com/index.php?route=information/home_laptop,Laptop,https://www.goldonecomputer.com/index.php?route=product/category&path=58,Gaming Laptop,https://www.goldonecomputer.com/index.php?route=product/category&path=58_37,3,https://www.goldonecomputer.com/index.php?route=product/category&path=58_37&page=3,"MSI Pulse GL76 11UDK-044KH (i7 11800H / 16GB / SSD 512GB PCIE / RTX3050Ti 4GB / 17.3""FHD,144Hz)",https://www.goldonecomputer.com/index.php?route=product/product&path=58_37&product_id=1014,MSI,"$1,349.00 ",Product Code: GL76 11UDK-044KH,"FREE : Original Accessories Bag, Onikuma CW905 RGB Mouse Gaming, Onikuma K19 Headset Gaming, Water Bottle, Mouse Pad
-CPU:11th Generation Intel® Core™ i7  11800H Processor (Cores8,Threads16, 2.30GHz Up to 4.60GHz)-RAM: 16GB DDR4 3200MHz DDR4
-Storage: SSD  512GB M2  PCIE
-Optical Drive: N/A-Graphic 1: NVIDIA® GeForce® RTX 3050Ti  4GB GDDR6   -Graphic 2: Intel® UHD Graphics-Display: 17.3-FHD(1920 x 1080) IPS-Level 144Hz
                 -Wi-Fi :
-Wi-Fi 6 
-Bluetooth 5.2

       
                                                                        
                                 1x Type-C USB3.2 Gen1
2x Type-A USB3.2 Gen1
1x Type-A USB2.0
1x RJ45
1x (4K @ 60Hz) HDMI

-RGB Backlit  keyboard 
-Battery: 53 Battery (Whr)
-Weight:2.6kg
-Color: Titanium Gray
-OS: Window 10 License Warranty
- 1year hardware  
- 6month for screen, keyboard & battery"
1633106683-189,https://www.goldonecomputer.com/,LAPTOP,https://www.goldonecomputer.com/index.php?route=information/home_laptop,Laptop,https://www.goldonecomputer.com/index.php?route=product/category&path=58,Gaming Laptop,https://www.goldonecomputer.com/index.php?route=product/category&path=58_37,3,https://www.goldonecomputer.com/index.php?route=product/category&path=58_37&page=3,"MSI Bravo 15 B5DD-075KH (AMD Ryzen™ 7 ​5800​​H / 16GB / SSD 512GB PCIE / RX 5500M 4GB / 15.6""FHD,144Hz )",https://www.goldonecomputer.com/index.php?route=product/product&path=58_37&product_id=1579,MSI,"$1,049.00 ",Product Code: Bravo 15 B5DD,"FREE : (Original Accessories Bag),Mouse Gaming,Headset Gaming, Mouse Pad.
 -CPU: AMD Ryzen™ 7 ​5800​​H-Processor (Cores8,Threads16, 3.2GHz Up to 4.4GHz)-RAM: 16GB DDR4 3200MHz-Storage: SSD  512GB M2  PCIE
-Optical Drive: N/A-Graphic 1: AMD Radeon™ RX 5500M with 4GB GDDR6-Graphic 2: AMD Radeon™ Graphics-Display: 15.6-FHD(1920 x 1080) IPS-Level 144Hz
                -Wi-Fi :
-Wi-Fi 6 
-Bluetooth 5.1

       
                                                                        
                                 1x Type-A USB2.0
1x RJ45
1x (4K @ 60Hz) HDMI
1x Type-C USB3.2 Gen1
2x Type-A USB3.2 Gen1

-Backlit  keyboard Red
-Battery: 3 Cell 53.5 (Whr)
-Weight: 2.35kg
-OS: Window 10 License Warranty
- 1year hardware  
- 6month for screen, keyboard & battery"
1633106874-223,https://www.goldonecomputer.com/,LAPTOP,https://www.goldonecomputer.com/index.php?route=information/home_laptop,Laptop,https://www.goldonecomputer.com/index.php?route=product/category&path=58,Notebook & Convertible,https://www.goldonecomputer.com/index.php?route=product/category&path=58_374,,,"Acer Swift 1 SF114-32-34-C6X7 (Celeron N4500 / 4GB / SSD 512GB M2 / 14""FHD )",https://www.goldonecomputer.com/index.php?route=product/product&path=58_374&product_id=515,ACER,$419.00 ,Product Code: SF114-32-34-C6X7,"FREE: Carry Bag, Flash 8GB, Mouse Wireless,  Mouse Pad.
-CPU: Intel® Core™ Celeron N4500 Processor (Cores2,Threads2,1.10GHz Up to 2.80GHz)-RAM: 4GB DDR4
-Storage: SSD 512GB M2 
-Optical Drive: N/A-Graphic: Intel® UHD Graphics 
-Display : 14""FHD(1920×1080)          
                

-Wifi: 802.11 AC-Bluetooth: 5.0
-Camera:  HD 720P-Interface:1x USB 2.02x USB 3.01x USB 3.1(Type-C Gen 1)1x HDMI1x Card reader, Combo Headphone/MicFinger Print
-Battery: 3 -Cell 
-Weight: 1.3 kg-OS: DOS-Color: Pink


Warranty
- 1-year hardware  
- 6month for screen, keyboard & battery"
1633107836-361,https://www.goldonecomputer.com/,LAPTOP,https://www.goldonecomputer.com/index.php?route=information/home_laptop,Laptop,https://www.goldonecomputer.com/index.php?route=product/category&path=58,Notebook & Convertible,https://www.goldonecomputer.com/index.php?route=product/category&path=58_374,3,https://www.goldonecomputer.com/index.php?route=product/category&path=58_374&page=3,"Asus ZenBook 14 UX425EA-KI440T (i7 1165G7 / 16GB / SSD 512GB PCIE /14""FHD )",https://www.goldonecomputer.com/index.php?route=product/product&path=58_374&product_id=785,ASUS,"$1,049.00 ",Product Code: UX425EA-BM114T,"FREE: Asus Sleeve, Flash 32GB, Mouse Wireless,  Mouse Pad.
-CPU:Intel® Core™ i7-1165G7 Processor 2.8 GHz (12M Cache, up to 4.7 GHz, 4 cores)
-RAM: 16GB DDR4 Onboard
-Storage: SSD 512GB PCIE 
-Optical Drive: N/A-Graphic: Intel® Iris® Xe Graphics
-Display : 14""FHD (1920 x 1080)  anti-glare     
             

-Intel Wi-Fi 6
-Bluetooth 5.0

Ports 
2 x Thunderbolt™ 4 USB-C® (up to 40Gbps)
1 x USB 3.2 Gen 1 Type-A (up to 5Gbps)
1 x Standard HDMI
1 x MicroSD card reader

-Battery: 4-Cells
-Weight: 1.17kg
-OS: Window 10 License 
-Color: PINE GREY (BEZEL)

Warranty
- 2-year hardware  
- 1 year for screen, keyboard & battery"
1633106776-207,https://www.goldonecomputer.com/,LAPTOP,https://www.goldonecomputer.com/index.php?route=information/home_laptop,Laptop,https://www.goldonecomputer.com/index.php?route=product/category&path=58,Gaming Laptop,https://www.goldonecomputer.com/index.php?route=product/category&path=58_37,2,https://www.goldonecomputer.com/index.php?route=product/category&path=58_37&page=2,"DELL G5 SE 5505-LDJ-0284 (R9 4900H / 16GB / SSD 512GB PCIE / RX5600M 6GB / 15.6""FHD,120Hz)",https://www.goldonecomputer.com/index.php?route=product/product&path=58_37&product_id=1128,DELL,"$1,329.00 ",Product Code: G5 SE 5505-LDJ-0284,"FREE : Original Accessories Bag, Mouse Gaming,Headset Gaming, Flash 32GB USB 3.0, Mouse Pad.
-CPU: AMD Ryzen™ 9 4900H Processor (Cores8,Threads16, 3.3GHz Up to 4.4GHz)-RAM: 16GB DDR4 3200MHz (8GB X2)
-Storage: SSD  512GB M2  PCIE
-Optical Drive: N/A-Graphic 1: AMD Radeon™ RX 5600M 6GB GDDR6-Graphic 2: AMD Radeon™ Graphics-Display: 15.6-FHD (1920 x 1080) Anti-Glare 120Hz                 
-Wi-Fi 6 
-Bluetooth 5.1
-Ports
       
                                                                        
                                 1x Standard SD card
1x Headset jack, USB 2.0
1x mini DP
1x HDMI 2.0
1x SuperSpeed USB 3.2 Gen
1x RJ45 Ethernet
1x USB-C DisplayPort Alt-Mode only
Backlit Keyboard 

-Battery: 3-Cell,51 Whr
-Weight:2.5kg
-Color: Silver
-OS: Window 10 License Warranty
- 1year hardware  
- 6month for screen, keyboard & battery"
